session_id,step,current_call,next_call,endpoint,method,url_params,body,user_segment,device,hour,is_last_step
284,3,GET /reviews?product_id=88,END,/reviews,GET,product_id=88,,indecisive,tablet,7,True
285,1,GET /products/filter,"POST /products/filter  body={""gender"":""male"",""category"":""sneakers""}",/products/filter,GET,,,buyer,desktop,0,False
285,2,"POST /products/filter  body={""gender"":""male"",""category"":""sneakers""}",GET /products?id=61,/products/filter,POST,,"{""gender"":""male"",""category"":""sneakers""}",buyer,desktop,0,False
285,3,GET /products?id=61,GET /reviews?product_id=61,/products,GET,id=61,,buyer,desktop,0,False
285,4,GET /reviews?product_id=61,END,/reviews,GET,product_id=61,,buyer,desktop,0,True
286,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""sneakers""}",/products/filter,GET,,,new_visitor,mobile,2,False
286,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""sneakers""}",GET /products?id=105,/products/filter,POST,,"{""gender"":""unisex"",""category"":""sneakers""}",new_visitor,mobile,2,False
286,3,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,new_visitor,mobile,2,False
286,4,GET /cart?product_id=105,END,/cart,GET,product_id=105,,new_visitor,mobile,2,True
287,1,GET /products,GET /products?id=33,/products,GET,,,returner,tablet,2,False
287,2,GET /products?id=33,GET /cart?product_id=33,/products,GET,id=33,,returner,tablet,2,False
287,3,GET /cart?product_id=33,END,/cart,GET,product_id=33,,returner,tablet,2,True
288,1,GET /home,GET /category?type=women,/home,GET,,,returner,desktop,21,False
288,2,GET /category?type=women,GET /products?id=88,/category,GET,type=women,,returner,desktop,21,False
288,3,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,returner,desktop,21,False
288,4,GET /cart?product_id=88,END,/cart,GET,product_id=88,,returner,desktop,21,True
289,1,GET /products,GET /products?id=61,/products,GET,,,new_visitor,tablet,18,False
289,2,GET /products?id=61,GET /cart?product_id=61,/products,GET,id=61,,new_visitor,tablet,18,False
289,3,GET /cart?product_id=61,END,/cart,GET,product_id=61,,new_visitor,tablet,18,True
290,1,GET /products,GET /products?id=73,/products,GET,,,browser,mobile,16,False
290,2,GET /products?id=73,GET /cart?product_id=73,/products,GET,id=73,,browser,mobile,16,False
290,3,GET /cart?product_id=73,END,/cart,GET,product_id=73,,browser,mobile,16,True
291,1,GET /products,GET /products?id=47,/products,GET,,,buyer,desktop,16,False
291,2,GET /products?id=47,GET /reviews?product_id=47,/products,GET,id=47,,buyer,desktop,16,False
291,3,GET /reviews?product_id=47,GET /products?id=44,/reviews,GET,product_id=47,,buyer,desktop,16,False
291,4,GET /products?id=44,GET /cart?product_id=44,/products,GET,id=44,,buyer,desktop,16,False
291,5,GET /cart?product_id=44,END,/cart,GET,product_id=44,,buyer,desktop,16,True
292,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""shirt""}",/products/filter,GET,,,buyer,tablet,17,False
292,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""shirt""}",GET /products?id=47,/products/filter,POST,,"{""gender"":""unisex"",""category"":""shirt""}",buyer,tablet,17,False
292,3,GET /products?id=47,GET /cart?product_id=47,/products,GET,id=47,,buyer,tablet,17,False
292,4,GET /cart?product_id=47,END,/cart,GET,product_id=47,,buyer,tablet,17,True
293,1,GET /products,GET /products?id=61,/products,GET,,,new_visitor,tablet,5,False
293,2,GET /products?id=61,GET /products?id=73,/products,GET,id=61,,new_visitor,tablet,5,False
293,3,GET /products?id=73,GET /products?id=33,/products,GET,id=73,,new_visitor,tablet,5,False
293,4,GET /products?id=33,GET /products?id=44,/products,GET,id=33,,new_visitor,tablet,5,False
293,5,GET /products?id=44,GET /reviews?product_id=44,/products,GET,id=44,,new_visitor,tablet,5,False
293,6,GET /reviews?product_id=44,END,/reviews,GET,product_id=44,,new_visitor,tablet,5,True
294,1,GET /products?id=15,GET /cart?product_id=15,/products,GET,id=15,,browser,mobile,1,False
294,2,GET /cart?product_id=15,END,/cart,GET,product_id=15,,browser,mobile,1,True
295,1,GET /products,GET /products?id=22,/products,GET,,,new_visitor,desktop,19,False
295,2,GET /products?id=22,GET /products?id=22,/products,GET,id=22,,new_visitor,desktop,19,False
295,3,GET /products?id=22,GET /products?id=120,/products,GET,id=22,,new_visitor,desktop,19,False
295,4,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,new_visitor,desktop,19,False
295,5,GET /cart?product_id=120,END,/cart,GET,product_id=120,,new_visitor,desktop,19,True
296,1,GET /products,GET /products?id=44,/products,GET,,,returner,desktop,14,False
296,2,GET /products?id=44,GET /cart?product_id=44,/products,GET,id=44,,returner,desktop,14,False
296,3,GET /cart?product_id=44,END,/cart,GET,product_id=44,,returner,desktop,14,True
297,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""dress"",""price"":""high""}",/products/filter,GET,,,returner,desktop,14,False
297,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""dress"",""price"":""high""}",GET /products?id=33,/products/filter,POST,,"{""gender"":""unisex"",""category"":""dress"",""price"":""high""}",returner,desktop,14,False
297,3,GET /products?id=33,GET /cart?product_id=33,/products,GET,id=33,,returner,desktop,14,False
297,4,GET /cart?product_id=33,END,/cart,GET,product_id=33,,returner,desktop,14,True
298,1,GET /products,GET /products?id=55,/products,GET,,,indecisive,desktop,4,False
298,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,indecisive,desktop,4,False
298,3,GET /cart?product_id=55,GET /checkout,/cart,GET,product_id=55,,indecisive,desktop,4,False
298,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,indecisive,desktop,4,False
298,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",indecisive,desktop,4,True
299,1,GET /products,GET /products?id=110,/products,GET,,,indecisive,mobile,14,False
299,2,GET /products?id=110,GET /cart?product_id=110,/products,GET,id=110,,indecisive,mobile,14,False
299,3,GET /cart?product_id=110,END,/cart,GET,product_id=110,,indecisive,mobile,14,True
300,1,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,browser,mobile,9,False
300,2,GET /cart?product_id=105,END,/cart,GET,product_id=105,,browser,mobile,9,True
301,1,GET /products,GET /products?id=88,/products,GET,,,buyer,desktop,18,False
301,2,GET /products?id=88,"POST /wishlist?product_id=88  body={""product_id"": 88}",/products,GET,id=88,,buyer,desktop,18,False
301,3,"POST /wishlist?product_id=88  body={""product_id"": 88}",GET /cart?product_id=88,/wishlist,POST,product_id=88,"{""product_id"": 88}",buyer,desktop,18,False
301,4,GET /cart?product_id=88,END,/cart,GET,product_id=88,,buyer,desktop,18,True
302,1,GET /search?q=men watch,GET /products?id=120,/search,GET,q=men watch,,buyer,desktop,16,False
302,2,GET /products?id=120,GET /reviews?product_id=120,/products,GET,id=120,,buyer,desktop,16,False
302,3,GET /reviews?product_id=120,END,/reviews,GET,product_id=120,,buyer,desktop,16,True
303,1,GET /home,GET /category?type=women,/home,GET,,,browser,mobile,12,False
303,2,GET /category?type=women,GET /products?id=44,/category,GET,type=women,,browser,mobile,12,False
303,3,GET /products?id=44,GET /cart?product_id=44,/products,GET,id=44,,browser,mobile,12,False
303,4,GET /cart?product_id=44,END,/cart,GET,product_id=44,,browser,mobile,12,True
304,1,GET /products,GET /products?id=120,/products,GET,,,new_visitor,desktop,1,False
304,2,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,new_visitor,desktop,1,False
304,3,GET /cart?product_id=120,END,/cart,GET,product_id=120,,new_visitor,desktop,1,True
305,1,GET /products,GET /products?id=55,/products,GET,,,returner,desktop,17,False
305,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,returner,desktop,17,False
305,3,GET /cart?product_id=55,END,/cart,GET,product_id=55,,returner,desktop,17,True
306,1,GET /products,GET /products?id=39,/products,GET,,,indecisive,tablet,11,False
306,2,GET /products?id=39,GET /cart?product_id=39,/products,GET,id=39,,indecisive,tablet,11,False
306,3,GET /cart?product_id=39,GET /checkout,/cart,GET,product_id=39,,indecisive,tablet,11,False
306,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,indecisive,tablet,11,False
306,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",indecisive,tablet,11,True
307,1,GET /home,GET /category?type=women,/home,GET,,,browser,desktop,1,False
307,2,GET /category?type=women,GET /products?id=47,/category,GET,type=women,,browser,desktop,1,False
307,3,GET /products?id=47,GET /cart?product_id=47,/products,GET,id=47,,browser,desktop,1,False
307,4,GET /cart?product_id=47,END,/cart,GET,product_id=47,,browser,desktop,1,True
308,1,GET /search?q=wallet,GET /products?id=15,/search,GET,q=wallet,,new_visitor,desktop,2,False
308,2,GET /products?id=15,GET /cart?product_id=15,/products,GET,id=15,,new_visitor,desktop,2,False
308,3,GET /cart?product_id=15,END,/cart,GET,product_id=15,,new_visitor,desktop,2,True
309,1,GET /products,GET /products?id=55,/products,GET,,,new_visitor,tablet,19,False
309,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,new_visitor,tablet,19,False
309,3,GET /cart?product_id=55,END,/cart,GET,product_id=55,,new_visitor,tablet,19,True
310,1,GET /products,GET /products?id=88,/products,GET,,,indecisive,tablet,11,False
310,2,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,indecisive,tablet,11,False
310,3,GET /cart?product_id=88,GET /checkout,/cart,GET,product_id=88,,indecisive,tablet,11,False
310,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,indecisive,tablet,11,False
310,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",indecisive,tablet,11,True
311,1,GET /home,GET /category?type=women,/home,GET,,,new_visitor,tablet,12,False
311,2,GET /category?type=women,GET /products?id=42,/category,GET,type=women,,new_visitor,tablet,12,False
311,3,GET /products?id=42,GET /cart?product_id=42,/products,GET,id=42,,new_visitor,tablet,12,False
311,4,GET /cart?product_id=42,END,/cart,GET,product_id=42,,new_visitor,tablet,12,True
312,1,GET /products,GET /products?id=110,/products,GET,,,buyer,tablet,10,False
312,2,GET /products?id=110,GET /cart?product_id=110,/products,GET,id=110,,buyer,tablet,10,False
312,3,GET /cart?product_id=110,GET /home,/cart,GET,product_id=110,,buyer,tablet,10,False
312,4,GET /home,END,/home,GET,,,buyer,tablet,10,True
313,1,GET /products,GET /products?id=33,/products,GET,,,buyer,tablet,16,False
313,2,GET /products?id=33,GET /cart?product_id=33,/products,GET,id=33,,buyer,tablet,16,False
313,3,GET /cart?product_id=33,END,/cart,GET,product_id=33,,buyer,tablet,16,True
314,1,GET /products,GET /products?id=120,/products,GET,,,new_visitor,tablet,9,False
314,2,GET /products?id=120,GET /products?id=22,/products,GET,id=120,,new_visitor,tablet,9,False
314,3,GET /products?id=22,GET /products?id=120,/products,GET,id=22,,new_visitor,tablet,9,False
314,4,GET /products?id=120,GET /products?id=42,/products,GET,id=120,,new_visitor,tablet,9,False
314,5,GET /products?id=42,GET /cart?product_id=42,/products,GET,id=42,,new_visitor,tablet,9,False
314,6,GET /cart?product_id=42,END,/cart,GET,product_id=42,,new_visitor,tablet,9,True
315,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt""}",/products/filter,GET,,,browser,desktop,18,False
315,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt""}",GET /products?id=120,/products/filter,POST,,"{""gender"":""unisex"",""category"":""skirt""}",browser,desktop,18,False
315,3,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,browser,desktop,18,False
315,4,GET /cart?product_id=120,END,/cart,GET,product_id=120,,browser,desktop,18,True
316,1,GET /products,GET /products?id=44,/products,GET,,,indecisive,tablet,18,False
316,2,GET /products?id=44,GET /products?id=120,/products,GET,id=44,,indecisive,tablet,18,False
316,3,GET /products?id=120,GET /products?id=73,/products,GET,id=120,,indecisive,tablet,18,False
316,4,GET /products?id=73,GET /products?id=101,/products,GET,id=73,,indecisive,tablet,18,False
316,5,GET /products?id=101,GET /cart?product_id=101,/products,GET,id=101,,indecisive,tablet,18,False
316,6,GET /cart?product_id=101,END,/cart,GET,product_id=101,,indecisive,tablet,18,True
317,1,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,buyer,mobile,18,False
317,2,GET /cart?product_id=55,END,/cart,GET,product_id=55,,buyer,mobile,18,True
318,1,GET /products,GET /products?id=88,/products,GET,,,returner,desktop,13,False
318,2,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,returner,desktop,13,False
318,3,GET /cart?product_id=88,END,/cart,GET,product_id=88,,returner,desktop,13,True
319,1,GET /products,GET /products?id=61,/products,GET,,,new_visitor,desktop,23,False
319,2,GET /products?id=61,GET /cart?product_id=61,/products,GET,id=61,,new_visitor,desktop,23,False
319,3,GET /cart?product_id=61,GET /checkout,/cart,GET,product_id=61,,new_visitor,desktop,23,False
319,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,new_visitor,desktop,23,False
319,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",new_visitor,desktop,23,True
320,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""sneakers""}",/products/filter,GET,,,new_visitor,mobile,17,False
320,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""sneakers""}",GET /products?id=101,/products/filter,POST,,"{""gender"":""unisex"",""category"":""sneakers""}",new_visitor,mobile,17,False
320,3,GET /products?id=101,GET /cart?product_id=101,/products,GET,id=101,,new_visitor,mobile,17,False
320,4,GET /cart?product_id=101,END,/cart,GET,product_id=101,,new_visitor,mobile,17,True
321,1,GET /products,GET /products?id=33,/products,GET,,,indecisive,mobile,14,False
321,2,GET /products?id=33,GET /reviews?product_id=33,/products,GET,id=33,,indecisive,mobile,14,False
321,3,GET /reviews?product_id=33,GET /products?id=39,/reviews,GET,product_id=33,,indecisive,mobile,14,False
321,4,GET /products?id=39,GET /cart?product_id=39,/products,GET,id=39,,indecisive,mobile,14,False
321,5,GET /cart?product_id=39,END,/cart,GET,product_id=39,,indecisive,mobile,14,True
322,1,GET /products,GET /products?id=11,/products,GET,,,indecisive,tablet,15,False
322,2,GET /products?id=11,GET /cart?product_id=11,/products,GET,id=11,,indecisive,tablet,15,False
322,3,GET /cart?product_id=11,END,/cart,GET,product_id=11,,indecisive,tablet,15,True
323,1,GET /products,GET /products?id=88,/products,GET,,,indecisive,mobile,9,False
323,2,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,indecisive,mobile,9,False
323,3,GET /cart?product_id=88,GET /checkout,/cart,GET,product_id=88,,indecisive,mobile,9,False
323,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,indecisive,mobile,9,False
323,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",indecisive,mobile,9,True
324,1,GET /products/filter,"POST /products/filter  body={""gender"":""male"",""category"":""shirt""}",/products/filter,GET,,,returner,desktop,15,False
324,2,"POST /products/filter  body={""gender"":""male"",""category"":""shirt""}",GET /products?id=55,/products/filter,POST,,"{""gender"":""male"",""category"":""shirt""}",returner,desktop,15,False
324,3,GET /products?id=55,GET /reviews?product_id=55,/products,GET,id=55,,returner,desktop,15,False
324,4,GET /reviews?product_id=55,END,/reviews,GET,product_id=55,,returner,desktop,15,True
325,1,GET /search?q=heels,GET /products?id=39,/search,GET,q=heels,,new_visitor,tablet,17,False
325,2,GET /products?id=39,GET /cart?product_id=39,/products,GET,id=39,,new_visitor,tablet,17,False
325,3,GET /cart?product_id=39,END,/cart,GET,product_id=39,,new_visitor,tablet,17,True
326,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,buyer,desktop,1,False
326,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",GET /products?id=110,/products/filter,POST,,"{""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",buyer,desktop,1,False
326,3,GET /products?id=110,GET /cart?product_id=110,/products,GET,id=110,,buyer,desktop,1,False
326,4,GET /cart?product_id=110,END,/cart,GET,product_id=110,,buyer,desktop,1,True
327,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""shirt""}",/products/filter,GET,,,indecisive,tablet,15,False
327,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""shirt""}",GET /products?id=15,/products/filter,POST,,"{""gender"":""unisex"",""category"":""shirt""}",indecisive,tablet,15,False
327,3,GET /products?id=15,GET /cart?product_id=15,/products,GET,id=15,,indecisive,tablet,15,False
327,4,GET /cart?product_id=15,END,/cart,GET,product_id=15,,indecisive,tablet,15,True
328,1,GET /products,GET /products?id=11,/products,GET,,,buyer,mobile,19,False
328,2,GET /products?id=11,GET /cart?product_id=11,/products,GET,id=11,,buyer,mobile,19,False
328,3,GET /cart?product_id=11,GET /checkout,/cart,GET,product_id=11,,buyer,mobile,19,False
328,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,buyer,mobile,19,False
328,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",buyer,mobile,19,True
329,1,GET /products,GET /products?id=11,/products,GET,,,buyer,mobile,21,False
329,2,GET /products?id=11,GET /reviews?product_id=11,/products,GET,id=11,,buyer,mobile,21,False
329,3,GET /reviews?product_id=11,GET /products?id=11,/reviews,GET,product_id=11,,buyer,mobile,21,False
329,4,GET /products?id=11,GET /cart?product_id=11,/products,GET,id=11,,buyer,mobile,21,False
329,5,GET /cart?product_id=11,END,/cart,GET,product_id=11,,buyer,mobile,21,True
330,1,GET /products/filter,"POST /products/filter  body={""gender"":""male"",""category"":""skirt""}",/products/filter,GET,,,browser,mobile,13,False
330,2,"POST /products/filter  body={""gender"":""male"",""category"":""skirt""}",GET /products?id=61,/products/filter,POST,,"{""gender"":""male"",""category"":""skirt""}",browser,mobile,13,False
330,3,GET /products?id=61,GET /reviews?product_id=61,/products,GET,id=61,,browser,mobile,13,False
330,4,GET /reviews?product_id=61,END,/reviews,GET,product_id=61,,browser,mobile,13,True
331,1,GET /search?q=wallet,GET /products?id=120,/search,GET,q=wallet,,browser,tablet,5,False
331,2,GET /products?id=120,GET /cart?product_id=120,/products,GET,id=120,,browser,tablet,5,False
331,3,GET /cart?product_id=120,END,/cart,GET,product_id=120,,browser,tablet,5,True
332,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""skirt""}",/products/filter,GET,,,buyer,desktop,10,False
332,2,"POST /products/filter  body={""gender"":""female"",""category"":""skirt""}",GET /products?id=11,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt""}",buyer,desktop,10,False
332,3,GET /products?id=11,GET /cart?product_id=11,/products,GET,id=11,,buyer,desktop,10,False
332,4,GET /cart?product_id=11,END,/cart,GET,product_id=11,,buyer,desktop,10,True
333,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,new_visitor,tablet,23,False
333,2,"POST /products/filter  body={""gender"":""female"",""category"":""skirt"",""price"":""high""}",GET /products,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt"",""price"":""high""}",new_visitor,tablet,23,False
333,3,GET /products,"POST /products/filter  body={""gender"":""female"",""category"":""skirt""}",/products,GET,,,new_visitor,tablet,23,False
333,4,"POST /products/filter  body={""gender"":""female"",""category"":""skirt""}",GET /products?id=105,/products/filter,POST,,"{""gender"":""female"",""category"":""skirt""}",new_visitor,tablet,23,False
333,5,GET /products?id=105,GET /cart?product_id=105,/products,GET,id=105,,new_visitor,tablet,23,False
333,6,GET /cart?product_id=105,END,/cart,GET,product_id=105,,new_visitor,tablet,23,True
334,1,GET /products,GET /products?id=73,/products,GET,,,buyer,mobile,12,False
334,2,GET /products?id=73,GET /cart?product_id=73,/products,GET,id=73,,buyer,mobile,12,False
334,3,GET /cart?product_id=73,GET /home,/cart,GET,product_id=73,,buyer,mobile,12,False
334,4,GET /home,END,/home,GET,,,buyer,mobile,12,True
335,1,GET /products/filter,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",/products/filter,GET,,,indecisive,mobile,0,False
335,2,"POST /products/filter  body={""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",GET /products?id=22,/products/filter,POST,,"{""gender"":""unisex"",""category"":""skirt"",""price"":""high""}",indecisive,mobile,0,False
335,3,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,indecisive,mobile,0,False
335,4,GET /cart?product_id=22,END,/cart,GET,product_id=22,,indecisive,mobile,0,True
336,1,GET /home,GET /category?type=women,/home,GET,,,returner,tablet,17,False
336,2,GET /category?type=women,GET /products?id=88,/category,GET,type=women,,returner,tablet,17,False
336,3,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,returner,tablet,17,False
336,4,GET /cart?product_id=88,END,/cart,GET,product_id=88,,returner,tablet,17,True
337,1,GET /products,GET /products?id=55,/products,GET,,,new_visitor,desktop,8,False
337,2,GET /products?id=55,GET /cart?product_id=55,/products,GET,id=55,,new_visitor,desktop,8,False
337,3,GET /cart?product_id=55,END,/cart,GET,product_id=55,,new_visitor,desktop,8,True
338,1,GET /products,GET /products?id=42,/products,GET,,,returner,tablet,8,False
338,2,GET /products?id=42,"POST /wishlist?product_id=42  body={""product_id"": 42}",/products,GET,id=42,,returner,tablet,8,False
338,3,"POST /wishlist?product_id=42  body={""product_id"": 42}",GET /cart?product_id=42,/wishlist,POST,product_id=42,"{""product_id"": 42}",returner,tablet,8,False
338,4,GET /cart?product_id=42,END,/cart,GET,product_id=42,,returner,tablet,8,True
339,1,GET /products,GET /products?id=88,/products,GET,,,indecisive,desktop,18,False
339,2,GET /products?id=88,GET /reviews?product_id=88,/products,GET,id=88,,indecisive,desktop,18,False
339,3,GET /reviews?product_id=88,GET /products?id=88,/reviews,GET,product_id=88,,indecisive,desktop,18,False
339,4,GET /products?id=88,GET /cart?product_id=88,/products,GET,id=88,,indecisive,desktop,18,False
339,5,GET /cart?product_id=88,END,/cart,GET,product_id=88,,indecisive,desktop,18,True
340,1,GET /products,GET /products?id=105,/products,GET,,,buyer,tablet,20,False
340,2,GET /products?id=105,GET /reviews?product_id=105,/products,GET,id=105,,buyer,tablet,20,False
340,3,GET /reviews?product_id=105,GET /products?id=33,/reviews,GET,product_id=105,,buyer,tablet,20,False
340,4,GET /products?id=33,GET /cart?product_id=33,/products,GET,id=33,,buyer,tablet,20,False
340,5,GET /cart?product_id=33,END,/cart,GET,product_id=33,,buyer,tablet,20,True
341,1,GET /products,GET /products?id=61,/products,GET,,,browser,desktop,21,False
341,2,GET /products?id=61,GET /cart?product_id=61,/products,GET,id=61,,browser,desktop,21,False
341,3,GET /cart?product_id=61,END,/cart,GET,product_id=61,,browser,desktop,21,True
342,1,GET /search?q=wallet,GET /products?id=15,/search,GET,q=wallet,,buyer,mobile,8,False
342,2,GET /products?id=15,GET /cart?product_id=15,/products,GET,id=15,,buyer,mobile,8,False
342,3,GET /cart?product_id=15,END,/cart,GET,product_id=15,,buyer,mobile,8,True
343,1,GET /products,GET /products?id=42,/products,GET,,,indecisive,desktop,18,False
343,2,GET /products?id=42,"POST /wishlist?product_id=42  body={""product_id"": 42}",/products,GET,id=42,,indecisive,desktop,18,False
343,3,"POST /wishlist?product_id=42  body={""product_id"": 42}",GET /cart?product_id=42,/wishlist,POST,product_id=42,"{""product_id"": 42}",indecisive,desktop,18,False
343,4,GET /cart?product_id=42,END,/cart,GET,product_id=42,,indecisive,desktop,18,True
344,1,GET /products,GET /products?id=44,/products,GET,,,indecisive,tablet,11,False
344,2,GET /products?id=44,"POST /wishlist?product_id=44  body={""product_id"": 44}",/products,GET,id=44,,indecisive,tablet,11,False
344,3,"POST /wishlist?product_id=44  body={""product_id"": 44}",GET /cart?product_id=44,/wishlist,POST,product_id=44,"{""product_id"": 44}",indecisive,tablet,11,False
344,4,GET /cart?product_id=44,END,/cart,GET,product_id=44,,indecisive,tablet,11,True
345,1,GET /products,GET /products?id=22,/products,GET,,,browser,desktop,9,False
345,2,GET /products?id=22,GET /cart?product_id=22,/products,GET,id=22,,browser,desktop,9,False
345,3,GET /cart?product_id=22,END,/cart,GET,product_id=22,,browser,desktop,9,True
346,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""sneakers"",""price"":""mid""}",/products/filter,GET,,,indecisive,desktop,19,False
346,2,"POST /products/filter  body={""gender"":""female"",""category"":""sneakers"",""price"":""mid""}",GET /products?id=110,/products/filter,POST,,"{""gender"":""female"",""category"":""sneakers"",""price"":""mid""}",indecisive,desktop,19,False
346,3,GET /products?id=110,GET /cart?product_id=110,/products,GET,id=110,,indecisive,desktop,19,False
346,4,GET /cart?product_id=110,END,/cart,GET,product_id=110,,indecisive,desktop,19,True
347,1,GET /products,GET /products?id=120,/products,GET,,,new_visitor,desktop,13,False
347,2,GET /products?id=120,"POST /wishlist?product_id=120  body={""product_id"": 120}",/products,GET,id=120,,new_visitor,desktop,13,False
347,3,"POST /wishlist?product_id=120  body={""product_id"": 120}",GET /cart?product_id=120,/wishlist,POST,product_id=120,"{""product_id"": 120}",new_visitor,desktop,13,False
347,4,GET /cart?product_id=120,END,/cart,GET,product_id=120,,new_visitor,desktop,13,True
348,1,GET /products,GET /products?id=47,/products,GET,,,new_visitor,tablet,6,False
348,2,GET /products?id=47,GET /cart?product_id=47,/products,GET,id=47,,new_visitor,tablet,6,False
348,3,GET /cart?product_id=47,GET /checkout,/cart,GET,product_id=47,,new_visitor,tablet,6,False
348,4,GET /checkout,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",/checkout,GET,,,new_visitor,tablet,6,False
348,5,"POST /payment  body={""amount"": 49.99, ""method"": ""card""}",END,/payment,POST,,"{""amount"": 49.99, ""method"": ""card""}",new_visitor,tablet,6,True
349,1,GET /products,GET /products?id=47,/products,GET,,,new_visitor,desktop,16,False
349,2,GET /products?id=47,"POST /wishlist?product_id=47  body={""product_id"": 47}",/products,GET,id=47,,new_visitor,desktop,16,False
349,3,"POST /wishlist?product_id=47  body={""product_id"": 47}",GET /cart?product_id=47,/wishlist,POST,product_id=47,"{""product_id"": 47}",new_visitor,desktop,16,False
349,4,GET /cart?product_id=47,END,/cart,GET,product_id=47,,new_visitor,desktop,16,True
350,1,GET /products/filter,"POST /products/filter  body={""gender"":""female"",""category"":""watch"",""price"":""high""}",/products/filter,GET,,,new_visitor,mobile,1,False
350,2,"POST /products/filter  body={""gender"":""female"",""category"":""watch"",""price"":""high""}",GET /products,/products/filter,POST,,"{""gender"":""female"",""category"":""watch"",""price"":""high""}",new_visitor,mobile,1,False
350,3,GET /products,"POST /products/filter  body={""gender"":""female"",""category"":""watch""}",/products,GET,,,new_visitor,mobile,1,False
350,4,"POST /products/filter  body={""gender"":""female"",""category"":""watch""}",GET /products?id=61,/products/filter,POST,,"{""gender"":""female"",""category"":""watch""}",new_visitor,mobile,1,False
350,5,GET /products?id=61,GET /cart?product_id=61,/products,GET,id=61,,new_visitor,mobile,1,False
350,6,GET /cart?product_id=61,END,/cart,GET,product_id=61,,new_visitor,mobile,1,True
351,1,GET /search?q=leather bag,GET /products?id=120,/search,GET,q=leather bag,,buyer,desktop,16,False
